Airline Name,Overall_Rating,Review_Title,Review,Type Of Traveller,Seat Type,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,departure,destination,in_usa,destination_country,destination_in_USA,flight_type
Lufthansa,3,"""seating is well below industry standard""","Business class seating is well below industry standard, finding yourself with feet/legs essentially on your neighbor; wifi doesn’t work, overcrowded lounge in MIA. Left baggage in Frankfurt and would only deliver them next day even if they arrive on a flight 2h later.",Business,Business Class,3/1/2023,Very Dissatisfied,Neutral,Dissatisfied,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Miami,Milan,TRUE,Italy,FALSE,International
Lynx Air,2,"""Avoid at all cost""","Avoid at all cost. No customer service, with Nexus cards we were sent to 45 minutes wait for regular security check as Lynx ""is not a partner"" of this program. We had to wait 2.5 hours to take off from Orlando inside the plane with no AC, and another 2 hours to exit the plane in Toronto as regular airlines were given priority and Lynx passengers were treated as dirt. Every aspect of customer service is sub-zero.",Family Leisure,Economy Class,7/1/2023,Neutral,Dissatisfied,Neutral,Very Dissatisfied,Dissatisfied,Dissatisfied,Orlando,Toronto,TRUE,Canada,FALSE,International
Lynx Air,1,"""Don’t fly this airline""","I arrived three hours early as suggested by airline. Our flight was to leave Orlando at 2:35. We were told that the plane was delayed in Jacksonville, a city that can be reached by car in less than a hour. We were told it was due to weather and the need to refuel. I checked the weather forecast in Jacksonville, forecast rain drizzle. It is now 6:39, and they still don’t when the flight will arrive. This airline is trash, it might seem that you are saving money, but you will pay it all back for the cost of the luggage. The ticket agents are stating that when they called to track the plane, they are being hung up on. Now it seems that they are trying to get people to cancel reservation. Don’t fly this airline you will regret it if you do.",Family Leisure,Economy Class,7/1/2023,Very Dissatisfied,Very Dissatisfied,Neutral,Very Dissatisfied,Dissatisfied,Dissatisfied,Orlando,Toronto,TRUE,Canada,FALSE,International
Lynx Air,1,"""I had a great experience ""","I flew from Los Angeles to Calgary for a second time and had an amazing experience. For the 1-way flight, it was only $97! Which is amazing given that the next cheapest direct option that day was Air Canada at $580. The new 737 MAX planes are new and nice. I think most people don't give these airlines a chance because they assume they fly old rundown planes when it is completely opposite. The boarding process was super efficient and actually started a few minutes earlier, which allowed us to pushback and takeoff on time. The staff were friendly, and we landed 30 minutes early. That was the second time I had a great experience with Lynx and would fly them again in a heartbeat.",Solo Leisure,Economy Class,5/1/2023,Satisfied,Very Satisfied,Neutral,Very Satisfied,Dissatisfied,Dissatisfied,Los Angeles,Calgary,TRUE,Canada,FALSE,International
Lynx Air,1,"""over $200 CAD for 2 small carry on bags""","We flew from LA back to Calgary and tried to check in online to pay for our carry on in advance, but their website was having technical difficulties and did not allow us to check in or pay for our baggage. At the airport, we asked for help from their front desk agent (who was 3rd party/NOT part of Lynx Air). She witnessed us struggle to sign in multiple times, then called Lynx customer support, who offered no help, and refused to give us the name of the Lynx agent or her name. We paid over $200 CAD for 2 small carry on bags, even though Lynx advertised lower rates online. I called the next day and was promised a supervisor would call me back within the day - there was no call. I called back and was denied to speak to a supervisor this time, as the customer service agent told me we were lying about talking to Lynx over the phone at the airport, that we were lying that their staff at LAX was 3rd party, and there were no notes taken about the situation at the airport.  We were offered a $10 voucher by Lynx for all this.  We'll never fly with Lynx again - their customer service is abysmal and dishonest. There is no money saved by this 'discount' airline when charged for carry on. A baggage rate was offered that was no honoured.",Couple Leisure,Economy Class,5/1/2023,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Los Angeles,Calgary,TRUE,Canada,FALSE,International
Lynx Air,1,"""horrible from start to finish""","Lynx air has been horrible from start to finish. Issues booking seats, issues paying for luggage, and now 2 hours waiting for our luggage from the plane. There's no help desk, no reps to be found anywhere and not much help from chatting online or calling their help line. I was told that a rep would come to me when I was chatting online and gave her my location. But more than 30 minutes later still nothing. It's unbelievable how incompetent this airline is and how horrible their customer service is. Thankfully the pilot at least knew what he was doing and got us to the correct destination safely. Everything else has been disappointment after disappointment. I unfortunately did not book this flight as it was a work trip. If I had I certainly would not ha e booked with Lynx air and I never will.",Business,Economy Class,5/1/2023,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Orlando,Toronto,TRUE,Canada,FALSE,International
Lynx Air,1,"""my worst experience so far""","I fly often on budget airlines and Lynx has been my worst experience so far. There was no online check in option due to technical issues. Thus, I arrived at the airport 4 hours early just to find out that the flight had been delayed 3 hours, no email update given. If you don’t mind a lot of stress, cancelling travel plans, and spending hundreds more than you planned then this is your airline.",Solo Leisure,Economy Class,5/1/2023,Neutral,Neutral,Neutral,Very Dissatisfied,Dissatisfied,Dissatisfied,Las Vegas,Calgary,TRUE,Canada,FALSE,International
Lynx Air,1,"""wonderful woman that checked all 11 of us in""","We were nervous with this airline as New and the setting up our tickets etc was very concerning. We had 2 delays leaving from Toronto to Orlando do so made a long travel day. On our way home went very smooth but really want to make a shout out to an absolute wonderful woman that checked all 11 of us in! This woman really stood out for us .. she was smiling, very polite, courteous and deserves a raise. She was working May 21st at the check in counter around 10am and her name was Heaven. She was an absolute Gem and made our experience a positive!",Family Leisure,Economy Class,5/1/2023,Neutral,Satisfied,Neutral,Very Satisfied,Dissatisfied,Dissatisfied,Orlando,Toronto,TRUE,Canada,FALSE,International
Lynx Air,2,"""The worst customer service""",I have flown many trips with cheap airline like Spirits or Sun Country. Lynx made them all look good. The worst customer service I had ever experienced. They made us pay extra for everything so don't be fooled by the cheap price. I made a promise to my family that i will never fly with them again even if they are the cheapest.,Family Leisure,Economy Class,5/1/2023,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Los Angeles,Calgary,TRUE,Canada,FALSE,International
Meridiana,7,"""would fly Meridiana again""","Although Meridiana is very basic, we had great experiences flying New York JFK to Naples and back a few weeks ago. Check in was quick and efficient at both airports, and they let me check my somewhat large (although within allowance) carry-on free of charge both ways. The seats though are tiny. I'm 5'10, and my boyfriend is 6'1"", and if we had known we would have paid extra for the ""comfort"" seats with extra legroom. For a long flight to Italy, this was not ideal. But I should have done my homework so I can't blame the airline. The plane was a Boeing 767 both ways, and was old and sort of dirty, but quiet and it was a smooth flight both ways. The food was fine on the way into Naples, but on the way home it was atrocious. The flight crew is totally uninvolved and stays at the back of the plane for the duration of the flight, but when they did come around for meals and beverages, they were pleasant enough. The movies were corny romantic comedies, but deal-able. All in all, I got what I paid for - a $600 round trip ticket to Italy is not something I'm going to complain about. The trip there was better than the trip home, but I would fly Meridiana again in the future for the value alone.",Couple Leisure,Economy Class,9/1/2015,Very Dissatisfied,Dissatisfied,Neutral,Very Satisfied,Neutral,Dissatisfied,JFK,Naples,TRUE,Italy,FALSE,International
Meridiana,1,Meridiana customer review,"We booked our flight in January. When we called, we requested and purchased an infant bassinet. When we arrived at the airport, we confirmed our bassinet. When we got on the plane, we were not in a bassinet seat. They gave us the option of having our infant sit in front of other people but would not ask the people to switch seats with us. We were then told that the seats that are in front of the bassinets are extra leg room and we need to purchase them in advance. We would have, if we had been told. Instead, I was stuck holding my son for 9 hours. While we were in Italy, we continuously called the airline to confirm our seats for the return flight. We were shuffled around by customer service, left on hold, then hung up on. Because we couldn't speak to anyone to have it taken care of, we went to the airport early to make sure we did not run into any problems again. We booked our bassinet and the extra leg room seats. Row 35. We get on the plane, and again, they messed up. The bassinet was in front of seats a and b and h and I. They gave us seats d and e. Luckily, the people who were in the bassinet seats were nice and switched with us. There was a man with an infant on the plane who ran into the same problem we did on our way out. There was one working bathroom on the whole plane, it was not cleaned at all in the 10 hours we were on board. The crew was notified by many passengers but they did not clean it. They went in to change toilet paper rolls and tissues, so they saw how disgusting it was. If you wanted a drink, you had to go to the back of the plane and and get it from the cart, while the flight attendants ignored you. I thought it would be better to fly direct to Sicily and this airline was the only option. In the future, I would rather have a layover than deal with this terrible airline.",Family Leisure,Economy Class,8/1/2015,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,JFK,Palermo,TRUE,Italy,FALSE,International
Monarch Airlines,9,"""pleasant experience and would use again""","Preveza to Gatwick with Monarch. Boarded on time, staff in Preveza extremely helpful and pleasant. Seats towards front of cabin have greater leg room and were comfortable, aircraft clean. Staff a little distant, though polite and professional. Drinks and snacks offered for purchase, usual good selection from low cost airlines. All round a pleasant experience and would not hesitate to use again.",Solo Leisure,Economy Class,6/1/2016,Very Satisfied,Neutral,Very Satisfied,Very Satisfied,Dissatisfied,Dissatisfied,PVK,LGW,TRUE,United Kingdom,FALSE,International
Norwegian,1,"""its impossible to reach them directly""","My flight was cancelled by this airline due to COVID. Their system automatically selected that I use cash points instead of a refund. Later to find out this airline cancelled all international flights to and from the US. I live in the US which make these points useless if I ever go to Europe. I tried to call them by phone; however, since they cancelled all their hubs within the US they closed down shop and its impossible to reach them directly. You can reach them by submitting a ticket but that is ineffective and they use their policy as a means of not paying you back for something out of your control. This company is terrible. All I wanted was either to get my money back or provide some sort of credit to a company within the US I could use but they do not look out for their customers.",Couple Leisure,Economy Class,9/1/2021,Neutral,Neutral,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,JFK Airport,Amsterdam,TRUE,Netherlands,FALSE,International
Norwegian,1,"""They refused to refund me""","Norwegian Air sold me a ticket i May 2022 for a flight from the US to London, then cancelled it. They said they would give me points for a later flight, then months later they cancelled all flights from the US to Europe, making my points virtually useless unless I travelled to Europe to use them there. Contacting their customer support is very difficult in the US now, since they no longer operate here and the customer service line is international, which caused me to incur even more costs. They refused to refund me, extend my points, help me find a cheap way to Europe to use the points.",Solo Leisure,Economy Class,9/1/2021,Neutral,Neutral,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,Los Angeles,London,TRUE,United Kingdom,FALSE,International
Norwegian,1,"""their customer service is awful""","As I started to read through these reviews I felt more and more angry as the same issues were happening with me. Had flights scheduled in October 2020 which got cancelled due to the pandemic. We were automatically given Cashpoints which we did not want. Now they no longer fly to/from the United States so I asked for a refund so I can actually use the tickets I purchased. I have now gotten their boiler plate email response twice, like others have attached photos of. This is ridiculous and their customer service is awful. Like others have said, they have stolen our money and have no plans for us to fly with them.",Couple Leisure,Economy Class,12/1/2020,Very Dissatisfied,Very Dissatisfied,Neutral,Very Dissatisfied,Dissatisfied,Dissatisfied,Orlando,Paris,TRUE,France,FALSE,International
Norwegian,2,"""Do not book Norwegian Air""","This airline does not care about its customers. My family and I were supposed to take the flight from LAX to Barcelona in May of the Covid19 crisis of 2020. Even though our flight was cancelled by the airline we were not given a refund for our almost $2,000 worth of tickets. We were only provided ""cash points"" even though a refund was requested to be used on a future flight. Let me tell you, there are absolutely no flights scheduled from LAX to Barcelona for the foreseeable future. Do not book Norwegian Air!",Family Leisure,Economy Class,5/1/2020,Neutral,Neutral,Very Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Los Angeles,Barcelona,TRUE,Spain,FALSE,International
Norwegian,1,"""called to look into a refund or credit""","My husband and I booked a trip to Paris for March 2020 that got canceled due to COVID-19. The original booking was made the year before months in advance on a credit card. By the time the trip arrived, we had paid off this card and canceled it on good terms. Once we received the email from Norwegian that our flight was canceled, we called to look into a refund or credit. Not only did it take two weeks to get someone on the phone, but by the time we did, a credit was not an option for them. We explained we used a credit card we no longer had; the customer service agent said, ""We can't even confirm that was your card in the first place.""  She later said, "" the best we can do is push out the trip as late as August."" Okay, and my response was, and if COVID-19 is still blocking travel, then what? Sure enough, travel ban still in place, and I took her advice and tried re-booking it in this weird musical chairs nonsense and could not get through. Now the time has passed, and my husband and I are out almost two thousand dollars. Would it have killed them to extend a flight voucher for a later date?",Couple Leisure,Economy Class,3/1/2020,Neutral,Neutral,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,Los Angeles,Paris,TRUE,France,FALSE,International
Norwegian,1,"""waiting for full refund",Still waiting for full refund a full 4 months after they cancelled in April due to coronavirus. Customer relations department does not respond to any requests for information or updates.,Couple Leisure,Economy Class,12/1/2019,Neutral,Neutral,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,New York,Paris,TRUE,France,FALSE,International
Norwegian,1,"""it is taking too long""","I bought a premium flex ticket so should have no reason not to get a full refund for a cancelled flight. I was expecting to fly on July 8, 2020 but cancelled due to Covid. I am still not getting refunded and called 3 times already and filed a claim with the airline but still not receiving my refund. They keep telling me to wait but it is taking too long.",Solo Leisure,Premium Economy,3/1/2020,Neutral,Neutral,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,Los Angeles,Barcelona,TRUE,Spain,FALSE,International
Norwegian,1,"""offering travel credits""","I called the booking site ""FlyFar"" today and allegedly the agents have been requesting refunds from Norwegian since last month. They are offering travel credits to fly by Dec. 31st 2020, when we do not even know when COVID-19 will end to make sure it is safe for us to fly. They refuse to process flights for those us who have been extremely inconvenienced by this COVID-19.",Solo Leisure,Economy Class,4/1/2020,Neutral,Neutral,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,New York,Rome,TRUE,Italy,FALSE,International
Norwegian,1,"""I found the process confusing""","Oakland to Oslo in October 2019. The flight was booked for a price of $803.51 round trip total for myself and my companion. For each leg, we were provided an opportunity to ""Bid for an upgrade."" For each leg, I intended to bid 10% additional (about $40 in each case) but I found the process confusing. I was shocked to find that I was billed a total of $1834.50 for the trip, which is a 128% increase in the fare as opposed to my intended 10% increase. I contacted Norwegian Air and was refused any adjustment. In the end, this confusing upgrade process and refusal to provide a reasonable settlement appears to be a corporate strategy to enhance the bottom line with no regard for customer satisfaction.",Couple Leisure,Premium Economy,10/1/2019,Satisfied,Satisfied,Satisfied,Neutral,Satisfied,Neutral,Oakland,Oslo,TRUE,Norway,FALSE,International
Norwegian,2,"""matter related to Coronavirus""","No meaningful customer service, no reasonable accommodations for matter related to Coronavirus. Took hours to get anyone on phone (hung up on rather than connected 4 times), agent knew nothing, website unclear This is a discount operation in every meaningful way related to interfacing with the airline.",Solo Leisure,Economy Class,3/1/2020,Neutral,Neutral,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,Boston,Barcelona,TRUE,Spain,FALSE,International
Norwegian,1,"""One of the worst airlines I have flown with""","One of the worst airlines I have flown with. It was my first trip to Europe and I was ecstatic, that is until I had to deal with this airline. Their airline tickets were cheap but don’t be fooled, they will get their money from you one way or another. They weigh your carry on bags and personal items before you can board the plane. I was over the 10kg or 22lbs allowed and they charged $120 to check the bag (one way). They do not feed nor give complimentary drinks including water! You might as well pay for the air you are breathing. Other airlines charge a bit more for their plane tickets but at least you’re treated like a living human! How do they expect you to be on a 10hr flight without any food or water. I’ve learned my experience and will never fly Norwegian again.",Solo Leisure,Economy Class,2/1/2020,Dissatisfied,Dissatisfied,Neutral,Very Dissatisfied,Dissatisfied,Very Dissatisfied,Los Angeles,London,TRUE,United Kingdom,FALSE,International
Norwegian,9,"""Thank you Norwegian Air""","New York JFK to Gatwick. Original flight booked with Norwegian Air was cancelled so we lost the price of our nonrefundable American airline tickets to JFK. We scheduled a later Norwegian flight and paid for two more airline American Airline tickets to JFK. Not happy that the original flight was cancelled but Norwegian did step up and reimburse us for the two original nonrefundable tickets to JFK. Was pleasantly surprised that Norwegian Air did this. Our flight from JFK to Gatwick was no frills but the plane was nice and it was a great value. Yes, we would fly Norwegian Air again. Thank you Norwegian Air.",Couple Leisure,Economy Class,10/1/2019,Very Satisfied,Satisfied,Neutral,Neutral,Dissatisfied,Dissatisfied,New York JFK,Gatwick,TRUE,United Kingdom,FALSE,International
Norwegian,2,"""staff were rude and unhelpful""","Denver to London Gatwick. Stranded at 1am after an 8.40pm flight got cancelled. The staff delayed and delayed us with little information or compensation other than a meal ticket. When they finally cancelled on us, 700+ people had to find somewhere to sleep at 1am and they didn't fly us until the next evening. The staff were rude and unhelpful. Their contact center is useless, forget ever getting any compensation, and no tickets under any circumstances are refundable because this business doesn't support it's customers. Do not fly with them, no matter how good their prices are, once you finally board (and they're often late) the experience is less than satisfactory, TV screen didn't work, uncomfortable seats, terrible food, grumpy staff.",Couple Leisure,Economy Class,4/1/2019,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Denver,London Gatwick,TRUE,United Kingdom,FALSE,International
Norwegian,1,"""You have been warned""","Los Angeles to Barcelona. No, and if you do, do not say you were not warned. They have changed since they started having financial problems. They will get more money from you than you originally planned. It's their new thing. I read all the notices. I weighed my bags. They still got me for $880 in addition to the amount I booked for two tickets. They added upgrades without my approval. I was not given upgrades I had, even with an email proof. They were rude. They handled everything horribly. There were painfully long delays that were caused by the airline's incompetence. I'm really good at traveling on economy airlines. I don't need food and water. I don't need a lot of room. But I expect to be treated with respect, and I do not expect to be scammed. And forget about working things out with their customer service department after the fact. They have nothing to gain from refunding you diddly. If you are flying to Barcelona, take TAP - same price but they are a real airline. You have been warned.",Family Leisure,Economy Class,12/1/2019,Very Dissatisfied,Very Dissatisfied,Neutral,Very Dissatisfied,Satisfied,Dissatisfied,Los Angeles,Barcelona,TRUE,Spain,FALSE,International
Norwegian,1,"""we absolutely loved it""","New York to London Gatwick. First time flyer with Norwegian, hopefully not the last. When I booked this flight, I read reviews after I had booked the flight and was horrified. This was for my husband’s birthday. However, we absolutely loved it. The airline was prompt, clean, all the staff were courteous from check in to leaving the plane. I would totally recommend flying with them. Flying home, we bid for premium seats and we lucky enough to get them, big seats lots of leg room, attentive staff. Please ignore all the horrific reviews. They were amazing.",Couple Leisure,Premium Economy,1/1/2020,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Satisfied,Neutral,New York,London Gatwick,TRUE,United Kingdom,FALSE,International
Norwegian,9,"""a great product for the price""","Have flown Norwegian over 30 times in the last year both short haul and long haul. This trip was a long haul from San Fran to Stockholm via London. I am a big fan of the airline. Almost always on time. Very friendly crew, especially in the long haul operation. Free wifi for all passengers regardless of ticket type (both short and long haul) and operates gate to gate (so no annoying need to log in and out on take off and landing). The premium offering long haul is, I would say, better than most airlines' premium economy but not as good as business class. Yet the price is exceptionally low for what you get. Essentially you pay about a normal airline's economy fare or less for an experience better than premium economy. The food in premium is high quality as are the drinks and the seats are good enough to get a reasonable sleep (although this is not a lie flat bed per business class). The IFE is modern and high quality albeit with a slightly smaller range of movies than a normal airline. Whilst Norwegian are no Ryanair, it is worth remembering that this is a budget airline. You are getting a major discount on long haul with a normal airline but in return you need to follow their rules. If your hand baggage weighs more than 10kg (or 15kg in premium) they will make you pay to check it in. In economy, you don't get a meal unless you pre-order and pay. Short haul they are more flexible with the rules on baggage but long haul they always check. Overall, a great product for the price.",Business,Premium Economy,1/1/2020,Satisfied,Very Satisfied,Very Satisfied,Neutral,Neutral,Very Satisfied,San Francisco,Stockholm,TRUE,Sweden,FALSE,International
Norwegian,1,"""I demanded compensation""","Los Angeles to Paris return in September 2019. We were notified of a nearly 3 hour delay the morning of departure, but told to arrive as if the plane was leaving at the scheduled time. We were told that our seats we had chosen 6 months earlier, were changed (we were separated in the cabin; I was in the front, he in the back!) because the airline eliminated our flight and put us on a later flight. We thought we'd hang out in the lounge.  When we arrived at the lounge entrance, the receptionist said that only customers who paid for premium flex seats could have lounge access, unless we purchased the tix last December. I told her that we did purchase them last December, but she said I'd have to provide proof.  On the flight home, the crew was very nice. Three hours before the end of the flight, an announcement was made that there was no more potable water.  I demanded compensation, and Norwegian said they'd pay us $60 for our troubles, but we'd have to provide a routing number for our bank. I didn't feel comfortable with that request; I asked to receive a voucher in that amount for the next trip. The answer was  that was the only way they could send any money.",Couple Leisure,Premium Economy,9/1/2019,Dissatisfied,Neutral,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Dissatisfied,Los Angeles,Paris,TRUE,France,FALSE,International
Norwegian,1,"""Seats so close together""","New York JFK to Gatwick. Seats so close together, it was the worst long haul I have flown. I did not see cabin crew other than to dish out two of the worst inflight meals I have had. One was a sandwich. Not sure what the other was (I paid 3 x £25) for them. No tea/coffee served to me. Save your money and buy something from the airport before you board.",Family Leisure,Economy Class,12/1/2019,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Dissatisfied,New York,Gatwick,TRUE,United Kingdom,FALSE,International
Norwegian,3,"""a cheap flight I suppose it’s great""","Miami to London Gatwick. First time flying with Norwegian, I was very unimpressed how they weigh your carry ons. I had a small pull along suitcase full of my babies essentials for the flight and was told it was too heavy and I would have to pay $15 a kilo my suitcase was over by 3 kilos also and the lady serving us just grunted pointed to the left and shouted go go come back when you sort. The flight was ok the seats were comfy, the TV was actually pretty snazzy and cool but on a long haul flight I was shocked that food is not included free. This is  a company that does not strive for positive customer feedback they offer  cheap flights and it’s a take it or leave it scenario. If you need a cheap flight I suppose it’s great however if your looking to start your holiday off cheery and happy I suggest flying with someone else.",Family Leisure,Economy Class,12/1/2019,Satisfied,Very Dissatisfied,Dissatisfied,Very Dissatisfied,Neutral,Very Dissatisfied,Miami,London Gatwick,TRUE,United Kingdom,FALSE,International
Norwegian,1,"""very easy pleasant flight""","Just returned from Orlando to London Gatwick with Norwegian. This was a last minute booking as we had an emergency back home, I was doubtful about using this airline however due to the issue back home I had little choice so we booked with them. I can honestly state that my doubts were unfounded and we had a very easy pleasant flight, everything went as it should. Food was as expected for airline food. We will definitely use this airline again without hesitation. Well done to you all at Norwegian keep up the good work.",Couple Leisure,First Class,11/1/2019,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Satisfied,Satisfied,Orlando,Gatwick,TRUE,United Kingdom,FALSE,International
Norwegian,1,"""miss my Milan connection""","Fort Lauderdale to Milan via Oslo. The flight was over 3 hours late out of Fort Lauderdale, FL, which meant I would miss my Milan connection. In Fort Lauderdale they told me I may have to be bumped because I had a low fare ticket because they were using a different aircraft. I ended up getting on the flight and they told me I could make it to Milan. When we landed we had to go out of baggage claim to get help. They put us on a Brussels Air flight that connected through Brussels and into a different Milan airport 8 hours later at 10:15pm. They refused to pay for an overnight or help with transportation even though I may have to buy a hotel due to the very late arrival. They do not have free blankets or pillows onboard. It was the worst and cheapest in terms of low class, experience.",Solo Leisure,Economy Class,12/1/2019,Very Dissatisfied,Very Dissatisfied,Neutral,Very Dissatisfied,Dissatisfied,Dissatisfied,Fort Lauderdale,Milan,TRUE,Italy,FALSE,International
Norwegian,1,"""the worst airline ever""","This is the worst airline ever! I travelled from New York to London on Norwegian Air with my toddler and accidentally left my cellphone on board. It took them 4 whole days to recover the phone, and I won't waste time to mention the run around that I had to endure prior to this. Then, they sent me an email that I needed to pay £25 in order to get the phone back, which no one mentioned at any point. So, I went to the airport and talked to the Manager, and he was more eager to collect the money than to even listen to me, and his response was, ""next time put up your stuff carefully."" It's such a pity that I have to travel back with them, but never again! No matter how cheap the ticket is and I will tell my friends and family the same.",Family Leisure,Economy Class,11/1/2019,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,New York JFK,London,TRUE,United Kingdom,FALSE,International
Norwegian,9,"""good value for the money paid""","New York to Copenhagen in premium cabin, return via Gatwick in economy. JFK-CPH sector Check-in was reasonably quick. No lounge offered (as it was an upgrade; lounge access is by invitation only for PremiumFlex category booking only.) Seat are configured 2-3-2 layout. The premium cabin was full and seat was comfortable even though it was not full-flat. Was able to sleep 4 hours straight with eye-shade on. Dinner was great (salmon option) and it took for a while to start so that passengers could sleep early as it was late evening flight. Breakfast was also sufficient. It was a great to have warm bread on board. It was on-time flight and luggage came out quite reasonably quick. I didn't use entertainment much as most of the flight I was sleeping/napping and eating. Flight attendants were friendly and efficient. Return flight was via LGW. CPH-LGW was on 737-800. Flight was non-eventful. Gatwick to New York was on Evelop Airlines (contracted charter equipped with A332). It was uneventful as well. Seat was comfortable for long-haul economy. Was able to sleep most of the flight. All in all, it was a good value for the money paid. Get to destination as scheduled with reasonable comfort.",Solo Leisure,Premium Economy,10/1/2019,Satisfied,Satisfied,Satisfied,Satisfied,Dissatisfied,Dissatisfied,New York,Copenhagen,TRUE,Denmark,FALSE,International
Norwegian,1,"""you will end up paying more with Norwegian""","San Francisco to Helsinki. I have flown Norwegian before and both experiences are similar. So you book your ticket which is cheaper then most other airlines offer but not by that much. Especially if you get all the additional they try and charge you for. If you want a similar experience to other competent airlines you will end up paying more with Norwegian. I mean they charge for everything under the sun, run the airplane cold so you will buy the blankets they sell you. The over priced meal is a joke. But what options do you have? Not to mention staff on every end from check in to the flight staff themselves treat you badly unless you pay for these extras. Overall staff are extremely rude on any interactions of any kind I have had with this airline. This is a horribly run airline and I would recommend any other airline over it. Trust me pay the little extra for a better airline avoid these people like the plague.",Solo Leisure,Economy Class,11/1/2019,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,San Francisco,Helsinki,TRUE,Finland,FALSE,International
Norwegian,7,"""satisfied with the airline""","New York to Copenhagen. After some reviews I was a little nervous about flying with them. But it was fine. The Boeing 787 is nice, the ""mood lighting"" is definitely a trip, and the seats were nothing special but ok. I will note that I am plus sized and the seatbelt didn't fit on this particular aircraft. It did fit on the flight I took from CPH-JFK a few days ago, so apparently it was the luck of the draw? Anyway, flight attendant was very nice about getting a seat belt extender for me. I could just barely get the armrests down but luckily no one was sitting next to me so I just left the armrest up for the flight. I also have mobility issues and walk with a cane, and I was supposed to have priority boarding but the plane arrived late so we boarded nearly an hour late, and they just did a general cattle call and everyone swarmed up to the gate. In spite of the late take-off, though, the flight should get to Oslo nearly on time. The free wifi is pretty terrible, and they don't give you free water. But knowing these things in advance you can bring your own food and drinks. Flight attendants on this flight were friendly and nice. Overall, despite a few glitches I am satisfied with the airline and would fly them again.",Solo Leisure,Economy Class,11/1/2019,Dissatisfied,Satisfied,Neutral,Neutral,Satisfied,Dissatisfied,New York,Copenhagen,TRUE,Denmark,FALSE,International
Norwegian,1,"""nothing was complimentary""","My flight from Denver to Paris was 5 hours delayed. They didn't tell me what was going on until hour 4, which they chalked it up to mechanical issues. It was pretty clear at hour 3 I was going to miss my next flight in Paris with easyJet, I tried to get information on my options, but the person at the gate was rude. The flight was less than great, since nothing was complimentary, do my research before I book next time. Missing my easyJet flight from Paris. On my flight back from Paris to Denver, the flight was delayed an hour. I sent in my incident report to this airline to get reimbursed for the $150 I lost, and a month later they tell me it was out of their control.",Solo Leisure,Economy Class,9/1/2019,Neutral,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Neutral,Dissatisfied,Denver,Paris,TRUE,France,FALSE,International
Norwegian,5,"""my seat too tight""","Ft Lauderdale to Copenhagen. I'm a 1,83m, 85kg, average body, not fat. In a new Boeing 787 with 9 seat per row, my seat was too tight for a 10-hour trip. Obviously my shoulders were out of the seat, consequently, every time the hostesses passed, they woke me up. My food was scarce, and even the snack, having to order using the seat screen, charging sodas ($3.50 a can of soda).",Solo Leisure,Economy Class,9/1/2019,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Dissatisfied,Satisfied,Ft Lauderdale,Copenhagen,TRUE,Denmark,FALSE,International
